,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,item,articleDE,location,distance,sitelinks,thing,articleEN,to_drop_key
204,https://www.atlasobscura.com/places/gehry-buildings-dusseldorf-harbor,51.216605,6.760193,"
The Gehry Buildings of Dusseldorf Harbor
","
Twisted buildings adorn the banks of the Rhine river.
",atlas_obscura,gold,,,,,,,,,,,,"(51.216605, 6.760193)"
332,https://www.atlasobscura.com/places/c-und-o-vogt-institue-brain-research-collection,51.193819,6.792072,"
C. und O. Vogt Institue of Brain Research Collection
","
A varied collection of brains in alcohol.
",atlas_obscura,gold,,,,,,,,,,,,"(51.193819, 6.792072)"
353,https://www.atlasobscura.com/places/museumsinsel-hombroich,51.147773,6.659504,"
Museumsinsel Hombroich
","
Be it nature, art, or abandoned military architecture this eclectic German ""museum"" has you covered.
",atlas_obscura,gold,,,,,,,,,,,,"(51.147773, 6.659504)"
358,https://www.atlasobscura.com/places/rheinturm,51.217942,6.76168,"
Rheinturm
","
This futuristic German television spire is actually the world's largest digital clock.
567,,51.24361111,6.73583333,Düsseldorfer HC,,C,yellow,,,sports club,,http://www.wikidata.org/entity/Q1272358,https://de.wikipedia.org/wiki/D%C3%BCsseldorfer_HC,Point(6.73583333 51.24361111),3.47,3.0,http://www.wikidata.org/entity/Q847017,,"('51.24361111', '6.73583333')"
568,,51.2083,6.73984,St. Blasius,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1283049,https://de.wikipedia.org/wiki/St._Blasius_(D%C3%BCsseldorf-Hamm),Point(6.73984 51.2083),3.173,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2083', '6.73984')"
569,,51.2261,6.78189,Schadowstraße 34,,C,yellow,,,building,,http://www.wikidata.org/entity/Q1299332,https://de.wikipedia.org/wiki/Schadowstra%C3%9Fe_34,Point(6.78189 51.2261),0.396,3.0,http://www.wikidata.org/entity/Q41176,,"('51.2261', '6.78189')"
570,,51.332,6.83132,"Catholic Church St. Anna, Ratingen Lintorf",,C,yellow,,,church building,,http://www.wikidata.org/entity/Q14497860,https://de.wikipedia.org/wiki/St._Anna_(Ratingen-Lintorf),Point(6.83132 51.332),12.455,3.0,http://www.wikidata.org/entity/Q16970,,"('51.332', '6.83132')"
571,,51.1947,6.89167,Unterbacher See,,C,yellow,,,lake,,http://www.wikidata.org/entity/Q14524203,https://de.wikipedia.org/wiki/Unterbacher_See,Point(6.89167 51.1947),8.73,3.0,http://www.wikidata.org/entity/Q23397,,"('51.1947', '6.89167')"
572,,51.2014,6.90694,Haus Unterbach,,C,yellow,,,water castle,,http://www.wikidata.org/entity/Q14552565,https://de.wikipedia.org/wiki/Haus_Unterbach,Point(6.90694 51.2014),9.482,3.0,http://www.wikidata.org/entity/Q615810,,"('51.2014', '6.90694')"
573,,51.235608333333,6.733875,Vodafone-Campus,,C,yellow,,,architectural ensemble,,http://www.wikidata.org/entity/Q15134041,https://de.wikipedia.org/wiki/Vodafone-Campus,Point(6.732747 51.235583),3.238,3.0,http://www.wikidata.org/entity/Q1497375,,"('51.235608333333', '6.733875')"
577,,51.178238888889,6.9695,Jaberg,,C,yellow,,,hill,,http://www.wikidata.org/entity/Q28922954,https://de.wikipedia.org/wiki/Jaberg_(Hilden),Point(6.9695 51.178238888),14.445,3.0,http://www.wikidata.org/entity/Q54050,,"('51.178238888889', '6.9695')"
578,,51.25946,6.65747,Meerbusch,,C,yellow,,,forest,,http://www.wikidata.org/entity/Q32128317,https://de.wikipedia.org/wiki/Meerbusch_(Waldgebiet),Point(6.65747 51.25946),9.098,3.0,http://www.wikidata.org/entity/Q4421,,"('51.25946', '6.65747')"
579,,51.20361111,6.83694444,Q151685,,C,yellow,,,aid agency,,http://www.wikidata.org/entity/Q151685,https://de.wikipedia.org/wiki/Fiftyfifty,Point(6.83694444 51.20361111),4.869,2.0,http://www.wikidata.org/entity/Q336473,,"('51.20361111', '6.83694444')"
580,,51.2404,6.77155,"Consulate General of the United States, Düsseldorf",,C,yellow,,,building,,http://www.wikidata.org/entity/Q470081,https://de.wikipedia.org/wiki/Amerikanisches_Generalkonsulat_in_D%C3%BCsseldorf,Point(6.77155 51.2404),1.7,2.0,http://www.wikidata.org/entity/Q41176,"https://en.wikipedia.org/wiki/Consulate_General_of_the_United_States,_D%C3%BCsseldorf","('51.2404', '6.77155')"
582,,51.2285,6.7741,Local Court Düsseldorf,,C,yellow,,,Local court (Germany),,http://www.wikidata.org/entity/Q480648,https://de.wikipedia.org/wiki/Amtsgericht_D%C3%BCsseldorf,Point(6.7741 51.2285),0.377,2.0,http://www.wikidata.org/entity/Q480477,,"('51.2285', '6.7741')"
584,,51.2503,6.97106,Amtsgericht Mettmann,,C,yellow,,,Local court (Germany),,http://www.wikidata.org/entity/Q480890,https://de.wikipedia.org/wiki/Amtsgericht_Mettmann,Point(6.97106 51.2503),13.837,2.0,http://www.wikidata.org/entity/Q480477,,"('51.2503', '6.97106')"
585,,51.1752,6.87054,Anbetungskirche,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q488834,https://de.wikipedia.org/wiki/Anbetungskirche_(Hassels),Point(6.87054 51.1752),8.617,2.0,http://www.wikidata.org/entity/Q16970,,"('51.1752', '6.87054')"
586,,51.2167,6.81063,"Zentrum für Aktion, Kultur und Kommunikation",,C,yellow,,,cultural center,,http://www.wikidata.org/entity/Q191185,"https://de.wikipedia.org/wiki/Zentrum_f%C3%BCr_Aktion,_Kultur_und_Kommunikation",Point(6.81063 51.2167),2.578,2.0,http://www.wikidata.org/entity/Q1329623,,"('51.2167', '6.81063')"
587,,51.2431,6.77865,Zietenstraße,,C,yellow,,,street,,http://www.wikidata.org/entity/Q199267,https://de.wikipedia.org/wiki/Zietenstra%C3%9Fe,Point(6.77865 51.2431),1.975,2.0,http://www.wikidata.org/entity/Q79007,,"('51.2431', '6.77865')"
588,,51.248,6.78295,Zionskirche (Düsseldorf),,C,yellow,,,church building,,http://www.wikidata.org/entity/Q205402,https://de.wikipedia.org/wiki/Zionskirche_(D%C3%BCsseldorf),Point(6.78295 51.248),2.555,2.0,http://www.wikidata.org/entity/Q16970,,"('51.248', '6.78295')"
589,,51.2256,6.77143,Zollstraße (Düsseldorf),,C,yellow,,,street,,http://www.wikidata.org/entity/Q218783,https://de.wikipedia.org/wiki/Zollstra%C3%9Fe_(D%C3%BCsseldorf),Point(6.77143 51.2256),0.341,2.0,http://www.wikidata.org/entity/Q79007,,"('51.2256', '6.77143')"
590,,51.1536,6.84583,Zonser Grind,,C,yellow,,,Naturschutzgebiet,,http://www.wikidata.org/entity/Q219965,https://de.wikipedia.org/wiki/Zonser_Grind,Point(6.84583 51.1536),9.338,2.0,http://www.wikidata.org/entity/Q759421,,"('51.1536', '6.84583')"
591,,51.2634,6.80681,Holy-Cross-Church,,C,yellow,,,parish church,,http://www.wikidata.org/entity/Q228967,https://de.wikipedia.org/wiki/Zum_Heiligen_Kreuz_(D%C3%BCsseldorf),Point(6.80681 51.2634),4.728,2.0,http://www.wikidata.org/entity/Q317557,,"('51.2634', '6.80681')"
592,,51.1582,6.87846,Q566509,,C,yellow,,,Gymnasium in Germany,,http://www.wikidata.org/entity/Q566509,https://de.wikipedia.org/wiki/Annette-von-Droste-H%C3%BClshoff-Gymnasium_(Benrath),Point(6.87846 51.1582),10.32,2.0,http://www.wikidata.org/entity/Q1542966,,"('51.1582', '6.87846')"
593,,51.2257,6.78004,Anton Rubinstein Academy,,C,yellow,,,music school,,http://www.wikidata.org/entity/Q593562,https://de.wikipedia.org/wiki/Internationale_Musikakademie_Anton_Rubinstein,Point(6.78004 51.2257),0.262,2.0,http://www.wikidata.org/entity/Q1021290,,"('51.2257', '6.78004')"
594,,51.3081,6.85889,Blauer See,,C,yellow,,,lake,,http://www.wikidata.org/entity/Q882709,https://de.wikipedia.org/wiki/Blauer_See_(Ratingen),Point(6.85889 51.3081),10.842,2.0,http://www.wikidata.org/entity/Q23397,,"('51.3081', '6.85889')"
595,,51.2245,6.7816,Blumenstraße,,C,yellow,,,street,,http://www.wikidata.org/entity/Q886287,https://de.wikipedia.org/wiki/Blumenstra%C3%9Fe_(D%C3%BCsseldorf),Point(6.7816 51.2245),0.382,2.0,http://www.wikidata.org/entity/Q79007,,"('51.2245', '6.7816')"
596,,51.3255,6.73538,Bockum,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q889291,https://de.wikipedia.org/wiki/Bockum_(D%C3%BCsseldorf),Point(6.73538 51.3255),11.488,2.0,http://www.wikidata.org/entity/Q253019,,"('51.3255', '6.73538')"
597,,51.226111111111,6.7747222222222,Bolkerstraße,,C,yellow,,,street,,http://www.wikidata.org/entity/Q891392,https://de.wikipedia.org/wiki/Bolkerstra%C3%9Fe,Point(6.774722222 51.226111111),0.136,2.0,http://www.wikidata.org/entity/Q79007,,"('51.226111111111', '6.7747222222222')"
598,,51.2288,6.69833,Heerdt Depot,,C,yellow,,,tram depot,,http://www.wikidata.org/entity/Q831909,https://de.wikipedia.org/wiki/Betriebshof_Heerdt,Point(6.69833 51.2288),5.443,2.0,http://www.wikidata.org/entity/Q27028153,,"('51.2288', '6.69833')"
599,,51.238,6.773,Cecilienallee 1–2,,C,yellow,,,building,,http://www.wikidata.org/entity/Q854363,https://de.wikipedia.org/wiki/Bezirksregierung_D%C3%BCsseldorf_(Geb%C3%A4ude),Point(6.773 51.238),1.42,2.0,http://www.wikidata.org/entity/Q41176,,"('51.238', '6.773')"
600,,51.2225,6.77272,Bilker Straße 5,,C,yellow,,,building,,http://www.wikidata.org/entity/Q861889,https://de.wikipedia.org/wiki/Bilker_Stra%C3%9Fe_5,Point(6.77272 51.2225),0.408,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2225', '6.77272')"
601,,51.2208,6.71806,Ölgangsinsel,,C,yellow,,,peninsula,,http://www.wikidata.org/entity/Q297017,https://de.wikipedia.org/wiki/%C3%96lgangsinsel,Point(6.71806 51.2208),4.089,2.0,http://www.wikidata.org/entity/Q34763,,"('51.2208', '6.71806')"
602,,51.3523,6.7477,Ölmühle,,C,yellow,,,watermill,,http://www.wikidata.org/entity/Q297171,https://de.wikipedia.org/wiki/%C3%96lm%C3%BChle_(D%C3%BCsseldorf-Angermund),Point(6.7477 51.3523),14.249,2.0,http://www.wikidata.org/entity/Q185187,,"('51.3523', '6.7477')"
603,,51.2009,6.77075,Aachener Straße (Düsseldorf),,C,yellow,,,street,,http://www.wikidata.org/entity/Q300754,https://de.wikipedia.org/wiki/Aachener_Stra%C3%9Fe_(D%C3%BCsseldorf),Point(6.77075 51.2009),2.752,2.0,http://www.wikidata.org/entity/Q79007,,"('51.2009', '6.77075')"
604,,51.271944444444,6.8413888888889,Aaper Wald,,C,yellow,,,forest,,http://www.wikidata.org/entity/Q301013,https://de.wikipedia.org/wiki/Aaper_Wald,Point(6.841388888 51.271944444),6.877,2.0,http://www.wikidata.org/entity/Q4421,,"('51.271944444444', '6.8413888888889')"
605,,51.2288,6.77259,Brauerei Schlösser (Gebäude),,C,yellow,,,building,,http://www.wikidata.org/entity/Q900373,https://de.wikipedia.org/wiki/Brauerei_Schl%C3%B6sser_(Geb%C3%A4ude),Point(6.77259 51.2288),0.458,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2288', '6.77259')"
606,,51.22611,6.77464,"Brewery „Zum Schlüssel“, Düsseldorf",,C,yellow,,,brewery,,http://www.wikidata.org/entity/Q900425,https://de.wikipedia.org/wiki/Brauerei_zum_Schl%C3%BCssel,Point(6.77464 51.22611),0.141,2.0,http://www.wikidata.org/entity/Q131734,,"('51.22611', '6.77464')"
608,,51.1976,6.62521,Braunsmühle,,C,yellow,,,windmill,,http://www.wikidata.org/entity/Q902119,https://de.wikipedia.org/wiki/Braunsm%C3%BChle,Point(6.62521 51.1976),10.97,2.0,http://www.wikidata.org/entity/Q38720,,"('51.1976', '6.62521')"
609,,51.23916667,6.8025,Brehmstraße,,C,yellow,,,street,,http://www.wikidata.org/entity/Q905464,https://de.wikipedia.org/wiki/Brehmstra%C3%9Fe_(D%C3%BCsseldorf),Point(6.8025 51.23916667),2.38,2.0,http://www.wikidata.org/entity/Q79007,,"('51.23916667', '6.8025')"
610,,51.2235,6.77728,Haus Breite Straße 8,,C,yellow,,,building,,http://www.wikidata.org/entity/Q906032,https://de.wikipedia.org/wiki/Breite_Stra%C3%9Fe_8_(D%C3%BCsseldorf),Point(6.77728 51.2235),0.222,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2235', '6.77728')"
611,,51.2137,6.78552,Industriebrunnen,,C,yellow,,,water well,,http://www.wikidata.org/entity/Q975409,https://de.wikipedia.org/wiki/Industriebrunnen,Point(6.78552 51.2137),1.451,2.0,http://www.wikidata.org/entity/Q43483,,"('51.2137', '6.78552')"
612,,51.2234,6.77321,Brunnen am Carlsplatz,,C,yellow,,,water well,,http://www.wikidata.org/entity/Q992746,https://de.wikipedia.org/wiki/Brunnen_am_Carlsplatz,Point(6.77321 51.2234),0.31,2.0,http://www.wikidata.org/entity/Q43483,,"('51.2234', '6.77321')"
613,,51.3288,6.795,Burg Angermund,,C,yellow,,,castle,,http://www.wikidata.org/entity/Q1010814,https://de.wikipedia.org/wiki/Burg_Angermund,Point(6.795 51.3288),11.57,2.0,http://www.wikidata.org/entity/Q23413,,"('51.3288', '6.795')"
614,,51.157697,6.68799,Burg Erprath,,C,yellow,,,castle,,http://www.wikidata.org/entity/Q1011650,https://de.wikipedia.org/wiki/Burg_Erprath,Point(6.68799 51.157697),9.724,2.0,http://www.wikidata.org/entity/Q23413,,"('51.157697', '6.68799')"
615,,51.1199,6.85113,Burg Friedestrom,,C,yellow,,,castle,,http://www.wikidata.org/entity/Q1011860,https://de.wikipedia.org/wiki/Burg_Friedestrom,Point(6.85113 51.1199),12.838,2.0,http://www.wikidata.org/entity/Q23413,,"('51.1199', '6.85113')"
616,,51.2235,6.77374,Carlsplatz,,C,yellow,,,square,,http://www.wikidata.org/entity/Q1043389,https://de.wikipedia.org/wiki/Carlsplatz,Point(6.77374 51.2235),0.277,2.0,http://www.wikidata.org/entity/Q174782,,"('51.2235', '6.77374')"
617,,51.2387,6.74914,Cecilien-Gymnasium Düsseldorf,,C,yellow,,,gymnasium,,http://www.wikidata.org/entity/Q1052431,https://de.wikipedia.org/wiki/Cecilien-Gymnasium_D%C3%BCsseldorf,Point(6.74914 51.2387),2.401,2.0,http://www.wikidata.org/entity/Q55043,,"('51.2387', '6.74914')"
618,,51.2459,6.7667,Cecilienallee,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1052433,https://de.wikipedia.org/wiki/Cecilienallee,Point(6.7667 51.2459),2.375,2.0,http://www.wikidata.org/entity/Q811979,,"('51.2459', '6.7667')"
619,,51.2547,6.74477,Christ Church,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1077962,https://de.wikipedia.org/wiki/Christ_Church_(D%C3%BCsseldorf),Point(6.74477 51.2547),3.929,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2547', '6.74477')"
620,,51.2391,6.73783,Christ King,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1087200,https://de.wikipedia.org/wiki/Christus_K%C3%B6nig_(D%C3%BCsseldorf),Point(6.73783 51.2391),3.082,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2391', '6.73783')"
621,,51.2155,6.80149,Christ Church,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1087386,https://de.wikipedia.org/wiki/Christuskirche_(Oberbilk),Point(6.80149 51.2155),2.07,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2155', '6.80149')"
622,,51.2233,6.77038,Citadellstrasse 11 (Düsseldorf),,C,yellow,,,building,,http://www.wikidata.org/entity/Q1093295,https://de.wikipedia.org/wiki/Citadellstra%C3%9Fe_11,Point(6.77038 51.2233),0.475,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2233', '6.77038')"
623,,51.1686,6.68479,Reuschenberg,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1520057,https://de.wikipedia.org/wiki/Reuschenberg_(Neuss),Point(6.68479 51.1686),8.975,2.0,http://www.wikidata.org/entity/Q253019,,"('51.1686', '6.68479')"
624,,51.2425,6.80486,Q1520415,,C,yellow,,,exhibition,,http://www.wikidata.org/entity/Q1520415,"https://de.wikipedia.org/wiki/Gewerbe-Ausstellung_f%C3%BCr_Rheinland,_Westfalen_und_benachbarte_Bezirke",Point(6.80486 51.2425),2.75,2.0,http://www.wikidata.org/entity/Q464980,,"('51.2425', '6.80486')"
625,,51.2367,6.78771,Hauptstaatsarchiv Düsseldorf,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1523031,https://de.wikipedia.org/wiki/Hauptstaatsarchiv_D%C3%BCsseldorf_(Geb%C3%A4ude),Point(6.78771 51.2367),1.486,2.0,http://www.wikidata.org/entity/Q811979,,"('51.2367', '6.78771')"
626,,51.2843,6.7942,St. Maria Königin (Düsseldorf),,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1523159,https://de.wikipedia.org/wiki/St._Maria_K%C3%B6nigin_(D%C3%BCsseldorf),Point(6.7942 51.2843),6.666,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2843', '6.7942')"
627,,51.2484,6.83855,Grafenberger Wald,,C,yellow,,,forest,,http://www.wikidata.org/entity/Q1525130,https://de.wikipedia.org/wiki/Grafenberger_Wald,Point(6.83855 51.2484),5.031,2.0,http://www.wikidata.org/entity/Q4421,,"('51.2484', '6.83855')"
628,,51.1142,6.76861,Nievenheim,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1525372,https://de.wikipedia.org/wiki/Nievenheim,Point(6.76861 51.1142),12.376,2.0,http://www.wikidata.org/entity/Q253019,,"('51.1142', '6.76861')"
629,,51.2002,6.69342,Kloster Marienberg,,C,yellow,,,religious community,,http://www.wikidata.org/entity/Q1529999,https://de.wikipedia.org/wiki/Kloster_Marienberg_(Neuss),Point(6.69342 51.2002),6.418,2.0,http://www.wikidata.org/entity/Q2742167,,"('51.2002', '6.69342')"
632,,51.3041,6.66784,Q1535600,,C,yellow,,,lake,,http://www.wikidata.org/entity/Q1535600,https://de.wikipedia.org/wiki/Latumer_See,Point(6.66784 51.3041),11.555,2.0,http://www.wikidata.org/entity/Q23397,,"('51.3041', '6.66784')"
633,,51.228719444444,6.7847611111111,Goltsteinstraße 15/16,,C,yellow,,,building,,http://www.wikidata.org/entity/Q1536705,https://de.wikipedia.org/wiki/Goltsteinstra%C3%9Fe_15/16,Point(6.784761111 51.228719444),0.694,2.0,http://www.wikidata.org/entity/Q41176,,"('51.228719444444', '6.7847611111111')"
634,,51.2456,6.78161,Golzheimer Straße 120,,C,yellow,,,residential building,,http://www.wikidata.org/entity/Q1536752,https://de.wikipedia.org/wiki/Golzheimer_Stra%C3%9Fe_120,Point(6.78161 51.2456),2.276,2.0,http://www.wikidata.org/entity/Q11755880,,"('51.2456', '6.78161')"
635,,51.2301,6.78133,Theatermuseum Düsseldorf,,C,yellow,,,theatre museum,,http://www.wikidata.org/entity/Q1540630,https://de.wikipedia.org/wiki/Theatermuseum_D%C3%BCsseldorf,Point(6.78133 51.2301),0.628,2.0,http://www.wikidata.org/entity/Q17000320,,"('51.2301', '6.78133')"
636,,51.2279,6.77613,Grabbeplatz,,C,yellow,,,square,,http://www.wikidata.org/entity/Q1540725,https://de.wikipedia.org/wiki/Grabbeplatz,Point(6.77613 51.2279),0.278,2.0,http://www.wikidata.org/entity/Q174782,,"('51.2279', '6.77613')"
637,,51.2187,6.77972,"Essmannsche Geschäftshäuser, Düsseldorf",,C,yellow,,,architectural ensemble,,http://www.wikidata.org/entity/Q1541347,https://de.wikipedia.org/wiki/Graf-Adolf-Stra%C3%9Fe_11_und_15,Point(6.77972 51.2187),0.782,2.0,http://www.wikidata.org/entity/Q1497375,,"('51.2187', '6.77972')"
638,,51.2186,6.77611,Graf-Adolf-Platz,,C,yellow,,,square,,http://www.wikidata.org/entity/Q1541348,https://de.wikipedia.org/wiki/Graf-Adolf-Platz,Point(6.77611 51.2186),0.756,2.0,http://www.wikidata.org/entity/Q174782,,"('51.2186', '6.77611')"
639,,51.2445,6.81971,Melanchthonkirche,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1541476,https://de.wikipedia.org/wiki/Grafenberger_Glockenspiel,Point(6.81971 51.2445),3.693,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2445', '6.81971')"
640,,51.2031,6.68545,Marienborn Neuss,,C,yellow,,,monument,,http://www.wikidata.org/entity/Q1542538,https://de.wikipedia.org/wiki/Marienborn_(Denkmal),Point(6.68545 51.2031),6.797,2.0,http://www.wikidata.org/entity/Q4989906,,"('51.2031', '6.68545')"
641,,51.1775,6.74083,Grimlinghausen,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1546849,https://de.wikipedia.org/wiki/Grimlinghausen_(Neuss),Point(6.74083 51.1775),5.872,2.0,http://www.wikidata.org/entity/Q253019,,"('51.1775', '6.74083')"
642,,51.2086,6.96611,Gymnasium Hochdahl,,C,yellow,,,Gymnasium in Germany,,http://www.wikidata.org/entity/Q1558140,https://de.wikipedia.org/wiki/Gymnasium_Hochdahl,Point(6.96611 51.2086),13.35,2.0,http://www.wikidata.org/entity/Q1542966,,"('51.2086', '6.96611')"
643,,51.2256,6.77154,Gänsebrunnen in Düsseldorf,,C,yellow,,,water well,,http://www.wikidata.org/entity/Q1558778,https://de.wikipedia.org/wiki/G%C3%A4nsebrunnen_(D%C3%BCsseldorf),Point(6.77154 51.2256),0.333,2.0,http://www.wikidata.org/entity/Q43483,,"('51.2256', '6.77154')"
644,,51.2208,6.77778,Görres-Gymnasium Düsseldorf,,C,yellow,,,Gymnasium in Germany,,http://www.wikidata.org/entity/Q1559562,https://de.wikipedia.org/wiki/G%C3%B6rres-Gymnasium_(D%C3%BCsseldorf),Point(6.77778 51.2208),0.522,2.0,http://www.wikidata.org/entity/Q1542966,,"('51.2208', '6.77778')"
645,,51.2167,6.75303,Hafenspitze Düsseldorf,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1567974,https://de.wikipedia.org/wiki/Hafenspitze_D%C3%BCsseldorf,Point(6.75303 51.2167),1.888,2.0,http://www.wikidata.org/entity/Q811979,,"('51.2167', '6.75303')"
647,,51.2392,6.79658,Toulouser Allee,,C,yellow,,,street,,http://www.wikidata.org/entity/Q2445956,https://de.wikipedia.org/wiki/Toulouser_Allee,Point(6.79658 51.2392),2.084,2.0,http://www.wikidata.org/entity/Q79007,,"('51.2392', '6.79658')"
649,,51.22027778,6.79277778,Düsseldorf Hbf (Stadtbahn),,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2465866,https://de.wikipedia.org/wiki/U-Bahnhof_D%C3%BCsseldorf_Hauptbahnhof,Point(6.79277778 51.22027778),1.28,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.22027778', '6.79277778')"
651,,51.2282,6.79061,Pempelforter Straße,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2465940,https://de.wikipedia.org/wiki/U-Bahnhof_Pempelforter_Stra%C3%9Fe,Point(6.79061 51.2282),1.043,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2282', '6.79061')"
653,,51.2207,6.8085,Kettwiger Straße,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2465960,https://de.wikipedia.org/wiki/U-Bahnhof_Kettwiger_Stra%C3%9Fe,Point(6.8085 51.2207),2.302,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2207', '6.8085')"
655,,51.2136,6.77528,Kirchplatz,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2465967,https://de.wikipedia.org/wiki/U-Bahnhof_Kirchplatz_(D%C3%BCsseldorf),Point(6.77528 51.2136),1.314,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2136', '6.77528')"
657,,51.2083,6.80778,U-Bahnhof Oberbilk S,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2466020,https://de.wikipedia.org/wiki/U-Bahnhof_Oberbilk_S,Point(6.80778 51.2083),2.901,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2083', '6.80778')"
659,,51.2636,6.73694,Sportpark Nord/Europaplatz,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q2466071,https://de.wikipedia.org/wiki/U-Bahnhof_Sportpark_Nord/Europaplatz,Point(6.73694 51.2636),5.055,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2636', '6.73694')"
661,,51.2603,6.62598,Osterath substation,,C,yellow,,,electrical substation,,http://www.wikidata.org/entity/Q2478696,https://de.wikipedia.org/wiki/Umspannanlage_Osterath,Point(6.62598 51.2603),11.161,2.0,http://www.wikidata.org/entity/Q174814,,"('51.2603', '6.62598')"
662,,51.2309,6.77252,Ateliergebäude der Kunstakademie Düsseldorf,,C,yellow,,,building,,http://www.wikidata.org/entity/Q754073,https://de.wikipedia.org/wiki/Ateliergeb%C3%A4ude_der_Kunstakademie_D%C3%BCsseldorf,Point(6.77252 51.2309),0.666,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2309', '6.77252')"
663,,51.3067,6.88111,Auermühle,,C,yellow,,,watermill,,http://www.wikidata.org/entity/Q759261,https://de.wikipedia.org/wiki/Auerm%C3%BChle_(Ratingen),Point(6.88111 51.3067),11.613,2.0,http://www.wikidata.org/entity/Q185187,,"('51.3067', '6.88111')"
667,,51.2336,6.74971,Resurrection Church,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q759634,https://de.wikipedia.org/wiki/Auferstehungskirche_(Oberkassel),Point(6.74971 51.2336),2.064,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2336', '6.74971')"
